date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:13:10	4823/4823	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Aug%202021%2009:13:08%20GMT	https://m.daodejing.org/bookimg/public/images/mobile/v2/pay-icons@1x.png?20151210	C:/My%20Websites/m.daodejing/m.daodejing.org/bookimg/public/images/mobile/v2/pay-icons@1x4d6a.png	(from https://m.daodejing.org/css/index.css)
17:13:10	4825/4825	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Aug%202021%2009:13:08%20GMT	https://m.daodejing.org/bookimg/public/images/mobile/v2/im-tip-border.png?20151210	C:/My%20Websites/m.daodejing/m.daodejing.org/bookimg/public/images/mobile/v2/im-tip-border4d6a.png	(from https://m.daodejing.org/css/index.css)
17:13:10	4822/4822	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Aug%202021%2009:13:09%20GMT	https://m.daodejing.org/bookimg/public/images/mobile/v2/app-bottom-tg-dw.png	C:/My%20Websites/m.daodejing/m.daodejing.org/bookimg/public/images/mobile/v2/app-bottom-tg-dw.png	(from https://m.daodejing.org/css/index.css)
17:13:10	11419/11419	---M-Z	200	added ('OK')	text/css	etag:%22f281fd5a76b3d21:0%22	https://m.daodejing.org/css/nei.css	C:/My%20Websites/m.daodejing/m.daodejing.org/css/nei.css	(from https://m.daodejing.org/jianjie.htm)
17:13:11	17752/17752	---M-Z	200	added ('OK')	text/html	etag:%2211814c4695a5d41:0%22	https://m.daodejing.org/quanwen.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/quanwen.html	(from https://m.daodejing.org/jianjie.htm)
17:13:11	2197/2197	---M--	200	added ('OK')	image/gif	etag:%2201085745145d11:0%22	https://m.daodejing.org/css/loading.gif	C:/My%20Websites/m.daodejing/m.daodejing.org/css/loading.gif	(from https://m.daodejing.org/jianjie.htm)
17:13:11	4770/4770	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Aug%202021%2009:13:10%20GMT	https://m.daodejing.org/xiazai/%c2%b5%c3%80%c2%b5%c3%82%c2%be%c2%adtxt.rar	C:/My%20Websites/m.daodejing/m.daodejing.org/xiazai/%c2%b5%c3%80%c2%b5%c3%82%c2%be%c2%adtxt.rar	(from https://m.daodejing.org/download.htm)
17:13:12	4165/4165	---M-Z	200	added ('OK')	text/html	etag:%22c5a82d4c95a5d41:0%22	https://m.daodejing.org/yiwen/1.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/1.html	(from https://m.daodejing.org/yiwen.htm)
17:13:12	4426/4426	---M-Z	200	added ('OK')	text/html	etag:%22f8b25f4895a5d41:0%22	https://m.daodejing.org/yiwen/2.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/2.html	(from https://m.daodejing.org/yiwen.htm)
17:13:12	4111/4111	---M-Z	200	added ('OK')	text/html	etag:%22b829804895a5d41:0%22	https://m.daodejing.org/yiwen/3.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/3.html	(from https://m.daodejing.org/yiwen.htm)
17:13:12	3822/3822	---M-Z	200	added ('OK')	text/html	etag:%2257959f4895a5d41:0%22	https://m.daodejing.org/yiwen/4.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/4.html	(from https://m.daodejing.org/yiwen.htm)
17:13:13	3905/3905	---M-Z	200	added ('OK')	text/html	etag:%22a799c14895a5d41:0%22	https://m.daodejing.org/yiwen/5.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/5.html	(from https://m.daodejing.org/yiwen.htm)
17:13:13	3724/3724	---M-Z	200	added ('OK')	text/html	etag:%22e7f9e14895a5d41:0%22	https://m.daodejing.org/yiwen/6.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/6.html	(from https://m.daodejing.org/yiwen.htm)
17:13:13	3899/3899	---M-Z	200	added ('OK')	text/html	etag:%22401614995a5d41:0%22	https://m.daodejing.org/yiwen/7.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/7.html	(from https://m.daodejing.org/yiwen.htm)
17:13:13	3964/3964	---M-Z	200	added ('OK')	text/html	etag:%22142204995a5d41:0%22	https://m.daodejing.org/yiwen/8.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/8.html	(from https://m.daodejing.org/yiwen.htm)
17:13:13	3802/3802	---M-Z	200	added ('OK')	text/html	etag:%224da0284995a5d41:0%22	https://m.daodejing.org/yiwen/9.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/9.html	(from https://m.daodejing.org/yiwen.htm)
17:13:14	4186/4186	---M-Z	200	added ('OK')	text/html	etag:%22b998454895a5d41:0%22	https://m.daodejing.org/yiwen/10.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/10.html	(from https://m.daodejing.org/yiwen.htm)
17:13:14	3953/3953	---M-Z	200	added ('OK')	text/html	etag:%223d862b4c95a5d41:0%22	https://m.daodejing.org/yiwen/11.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/11.html	(from https://m.daodejing.org/yiwen.htm)
17:13:14	3845/3845	---M-Z	200	added ('OK')	text/html	etag:%22e97c484895a5d41:0%22	https://m.daodejing.org/yiwen/12.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/12.html	(from https://m.daodejing.org/yiwen.htm)
17:13:14	4332/4332	---M-Z	200	added ('OK')	text/html	etag:%2277614b4895a5d41:0%22	https://m.daodejing.org/yiwen/13.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/13.html	(from https://m.daodejing.org/yiwen.htm)
17:13:15	4212/4212	---M-Z	200	added ('OK')	text/html	etag:%2287364e4895a5d41:0%22	https://m.daodejing.org/yiwen/14.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/14.html	(from https://m.daodejing.org/yiwen.htm)
17:13:15	4544/4544	---M-Z	200	added ('OK')	text/html	etag:%22b72e514895a5d41:0%22	https://m.daodejing.org/yiwen/15.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/15.html	(from https://m.daodejing.org/yiwen.htm)
17:13:15	4407/4407	---M-Z	200	added ('OK')	text/html	etag:%2268f4534895a5d41:0%22	https://m.daodejing.org/yiwen/16.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/16.html	(from https://m.daodejing.org/yiwen.htm)
17:13:15	4109/4109	---M-Z	200	added ('OK')	text/html	etag:%2254be564895a5d41:0%22	https://m.daodejing.org/yiwen/17.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/17.html	(from https://m.daodejing.org/yiwen.htm)
17:13:16	3929/3929	---M-Z	200	added ('OK')	text/html	etag:%2274a2594895a5d41:0%22	https://m.daodejing.org/yiwen/18.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/18.html	(from https://m.daodejing.org/yiwen.htm)
17:13:16	4042/4042	---M-Z	200	added ('OK')	text/html	etag:%22e3595c4895a5d41:0%22	https://m.daodejing.org/yiwen/19.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/19.html	(from https://m.daodejing.org/yiwen.htm)
17:13:16	4899/4899	---M-Z	200	added ('OK')	text/html	etag:%22ed4b634895a5d41:0%22	https://m.daodejing.org/yiwen/20.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/20.html	(from https://m.daodejing.org/yiwen.htm)
17:13:16	4298/4298	---M-Z	200	added ('OK')	text/html	etag:%22b66664895a5d41:0%22	https://m.daodejing.org/yiwen/21.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/21.html	(from https://m.daodejing.org/yiwen.htm)
17:13:16	4385/4385	---M-Z	200	added ('OK')	text/html	etag:%22edea684895a5d41:0%22	https://m.daodejing.org/yiwen/22.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/22.html	(from https://m.daodejing.org/yiwen.htm)
17:13:17	4319/4319	---M-Z	200	added ('OK')	text/html	etag:%22d0db6b4895a5d41:0%22	https://m.daodejing.org/yiwen/23.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/23.html	(from https://m.daodejing.org/yiwen.htm)
17:13:17	4024/4024	---M-Z	200	added ('OK')	text/html	etag:%22c2f36e4895a5d41:0%22	https://m.daodejing.org/yiwen/24.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/24.html	(from https://m.daodejing.org/yiwen.htm)
17:13:17	4390/4390	---M-Z	200	added ('OK')	text/html	etag:%22ab1714895a5d41:0%22	https://m.daodejing.org/yiwen/25.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/25.html	(from https://m.daodejing.org/yiwen.htm)
17:13:17	3908/3908	---M-Z	200	added ('OK')	text/html	etag:%22f192744895a5d41:0%22	https://m.daodejing.org/yiwen/26.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/26.html	(from https://m.daodejing.org/yiwen.htm)
17:13:18	4429/4429	---M-Z	200	added ('OK')	text/html	etag:%22e5b1774895a5d41:0%22	https://m.daodejing.org/yiwen/27.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/27.html	(from https://m.daodejing.org/yiwen.htm)
17:13:18	4403/4403	---M-Z	200	added ('OK')	text/html	etag:%2210957a4895a5d41:0%22	https://m.daodejing.org/yiwen/28.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/28.html	(from https://m.daodejing.org/yiwen.htm)
17:13:18	4103/4103	---M-Z	200	added ('OK')	text/html	etag:%22744e7d4895a5d41:0%22	https://m.daodejing.org/yiwen/29.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/29.html	(from https://m.daodejing.org/yiwen.htm)
17:13:18	4200/4200	---M-Z	200	added ('OK')	text/html	etag:%22f1f6824895a5d41:0%22	https://m.daodejing.org/yiwen/30.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/30.html	(from https://m.daodejing.org/yiwen.htm)
17:13:18	4487/4487	---M-Z	200	added ('OK')	text/html	etag:%222429864895a5d41:0%22	https://m.daodejing.org/yiwen/31.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/31.html	(from https://m.daodejing.org/yiwen.htm)
17:13:19	4224/4224	---M-Z	200	added ('OK')	text/html	etag:%224734894895a5d41:0%22	https://m.daodejing.org/yiwen/32.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/32.html	(from https://m.daodejing.org/yiwen.htm)
17:13:19	3906/3906	---M-Z	200	added ('OK')	text/html	etag:%22d6f68b4895a5d41:0%22	https://m.daodejing.org/yiwen/33.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/33.html	(from https://m.daodejing.org/yiwen.htm)
17:13:19	3992/3992	---M-Z	200	added ('OK')	text/html	etag:%222abe8e4895a5d41:0%22	https://m.daodejing.org/yiwen/34.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/34.html	(from https://m.daodejing.org/yiwen.htm)
17:13:19	4018/4018	---M-Z	200	added ('OK')	text/html	etag:%22e788914895a5d41:0%22	https://m.daodejing.org/yiwen/35.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/35.html	(from https://m.daodejing.org/yiwen.htm)
17:13:20	4030/4030	---M-Z	200	added ('OK')	text/html	etag:%22a164944895a5d41:0%22	https://m.daodejing.org/yiwen/36.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/36.html	(from https://m.daodejing.org/yiwen.htm)
17:13:20	4038/4038	---M-Z	200	added ('OK')	text/html	etag:%22cc47974895a5d41:0%22	https://m.daodejing.org/yiwen/37.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/37.html	(from https://m.daodejing.org/yiwen.htm)
17:13:20	4800/4800	---M-Z	200	added ('OK')	text/html	etag:%2298fc994895a5d41:0%22	https://m.daodejing.org/yiwen/38.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/38.html	(from https://m.daodejing.org/yiwen.htm)
17:13:20	4975/4975	---M-Z	200	added ('OK')	text/html	etag:%22f2e99c4895a5d41:0%22	https://m.daodejing.org/yiwen/39.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/39.html	(from https://m.daodejing.org/yiwen.htm)
17:13:21	3722/3722	---M-Z	200	added ('OK')	text/html	etag:%22766da24895a5d41:0%22	https://m.daodejing.org/yiwen/40.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/40.html	(from https://m.daodejing.org/yiwen.htm)
17:13:21	4543/4543	---M-Z	200	added ('OK')	text/html	etag:%229c41a54895a5d41:0%22	https://m.daodejing.org/yiwen/41.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/41.html	(from https://m.daodejing.org/yiwen.htm)
17:13:21	4213/4213	---M-Z	200	added ('OK')	text/html	etag:%22bda84895a5d41:0%22	https://m.daodejing.org/yiwen/42.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/42.html	(from https://m.daodejing.org/yiwen.htm)
17:13:21	3853/3853	---M-Z	200	added ('OK')	text/html	etag:%22d4dcaa4895a5d41:0%22	https://m.daodejing.org/yiwen/43.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/43.html	(from https://m.daodejing.org/yiwen.htm)
17:13:22	3939/3939	---M-Z	200	added ('OK')	text/html	etag:%222072ad4895a5d41:0%22	https://m.daodejing.org/yiwen/44.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/44.html	(from https://m.daodejing.org/yiwen.htm)
17:13:22	3947/3947	---M-Z	200	added ('OK')	text/html	etag:%222b63b04895a5d41:0%22	https://m.daodejing.org/yiwen/45.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/45.html	(from https://m.daodejing.org/yiwen.htm)
17:13:22	3849/3849	---M-Z	200	added ('OK')	text/html	etag:%222d44b34895a5d41:0%22	https://m.daodejing.org/yiwen/46.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/46.html	(from https://m.daodejing.org/yiwen.htm)
17:13:22	3883/3883	---M-Z	200	added ('OK')	text/html	etag:%22551b64895a5d41:0%22	https://m.daodejing.org/yiwen/47.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/47.html	(from https://m.daodejing.org/yiwen.htm)
17:13:22	3998/3998	---M-Z	200	added ('OK')	text/html	etag:%224ae9ba4895a5d41:0%22	https://m.daodejing.org/yiwen/48.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/48.html	(from https://m.daodejing.org/yiwen.htm)
17:13:23	4176/4176	---M-Z	200	added ('OK')	text/html	etag:%221bb3be4895a5d41:0%22	https://m.daodejing.org/yiwen/49.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/49.html	(from https://m.daodejing.org/yiwen.htm)
17:13:23	4240/4240	---M-Z	200	added ('OK')	text/html	etag:%22e97bc44895a5d41:0%22	https://m.daodejing.org/yiwen/50.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/50.html	(from https://m.daodejing.org/yiwen.htm)
17:13:23	4134/4134	---M-Z	200	added ('OK')	text/html	etag:%22c775c74895a5d41:0%22	https://m.daodejing.org/yiwen/51.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/51.html	(from https://m.daodejing.org/yiwen.htm)
17:13:23	4272/4272	---M-Z	200	added ('OK')	text/html	etag:%22fd52ca4895a5d41:0%22	https://m.daodejing.org/yiwen/52.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/52.html	(from https://m.daodejing.org/yiwen.htm)
17:13:24	3909/3909	---M-Z	200	added ('OK')	text/html	etag:%222c36cd4895a5d41:0%22	https://m.daodejing.org/yiwen/53.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/53.html	(from https://m.daodejing.org/yiwen.htm)
17:13:24	4131/4131	---M-Z	200	added ('OK')	text/html	etag:%2273eccf4895a5d41:0%22	https://m.daodejing.org/yiwen/54.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/54.html	(from https://m.daodejing.org/yiwen.htm)
17:13:24	4208/4208	---M-Z	200	added ('OK')	text/html	etag:%22fcabd24895a5d41:0%22	https://m.daodejing.org/yiwen/55.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/55.html	(from https://m.daodejing.org/yiwen.htm)
17:13:24	4150/4150	---M-Z	200	added ('OK')	text/html	etag:%226b91d54895a5d41:0%22	https://m.daodejing.org/yiwen/56.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/56.html	(from https://m.daodejing.org/yiwen.htm)
17:13:24	4290/4290	---M-Z	200	added ('OK')	text/html	etag:%22affcd84895a5d41:0%22	https://m.daodejing.org/yiwen/57.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/57.html	(from https://m.daodejing.org/yiwen.htm)
17:13:25	4188/4188	---M-Z	200	added ('OK')	text/html	etag:%2296eddb4895a5d41:0%22	https://m.daodejing.org/yiwen/58.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/58.html	(from https://m.daodejing.org/yiwen.htm)
17:13:25	4092/4092	---M-Z	200	added ('OK')	text/html	etag:%228014df4895a5d41:0%22	https://m.daodejing.org/yiwen/59.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/59.html	(from https://m.daodejing.org/yiwen.htm)
17:13:25	3954/3954	---M-Z	200	added ('OK')	text/html	etag:%2285d8e44895a5d41:0%22	https://m.daodejing.org/yiwen/60.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/60.html	(from https://m.daodejing.org/yiwen.htm)
17:13:25	4318/4318	---M-Z	200	added ('OK')	text/html	etag:%221698e74895a5d41:0%22	https://m.daodejing.org/yiwen/61.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/61.html	(from https://m.daodejing.org/yiwen.htm)
17:13:26	4272/4272	---M-Z	200	added ('OK')	text/html	etag:%225061ea4895a5d41:0%22	https://m.daodejing.org/yiwen/62.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/62.html	(from https://m.daodejing.org/yiwen.htm)
17:13:26	4419/4419	---M-Z	200	added ('OK')	text/html	etag:%22ce1ded4895a5d41:0%22	https://m.daodejing.org/yiwen/63.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/63.html	(from https://m.daodejing.org/yiwen.htm)
17:13:26	4681/4681	---M-Z	200	added ('OK')	text/html	etag:%221ddeef4895a5d41:0%22	https://m.daodejing.org/yiwen/64.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/64.html	(from https://m.daodejing.org/yiwen.htm)
17:13:26	4211/4211	---M-Z	200	added ('OK')	text/html	etag:%2248c2f24895a5d41:0%22	https://m.daodejing.org/yiwen/65.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/65.html	(from https://m.daodejing.org/yiwen.htm)
17:13:27	4127/4127	---M-Z	200	added ('OK')	text/html	etag:%2265a7f54895a5d41:0%22	https://m.daodejing.org/yiwen/66.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/66.html	(from https://m.daodejing.org/yiwen.htm)
17:13:27	4499/4499	---M-Z	200	added ('OK')	text/html	etag:%226379f84895a5d41:0%22	https://m.daodejing.org/yiwen/67.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/67.html	(from https://m.daodejing.org/yiwen.htm)
17:13:27	3885/3885	---M-Z	200	added ('OK')	text/html	etag:%224c36fb4895a5d41:0%22	https://m.daodejing.org/yiwen/68.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/68.html	(from https://m.daodejing.org/yiwen.htm)
17:13:27	4088/4088	---M-Z	200	added ('OK')	text/html	etag:%226e8fe4895a5d41:0%22	https://m.daodejing.org/yiwen/69.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/69.html	(from https://m.daodejing.org/yiwen.htm)
17:13:27	4000/4000	---M-Z	200	added ('OK')	text/html	etag:%2227f834995a5d41:0%22	https://m.daodejing.org/yiwen/70.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/70.html	(from https://m.daodejing.org/yiwen.htm)
17:13:28	3847/3847	---M-Z	200	added ('OK')	text/html	etag:%22bfd964995a5d41:0%22	https://m.daodejing.org/yiwen/71.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/71.html	(from https://m.daodejing.org/yiwen.htm)
17:13:28	3931/3931	---M-Z	200	added ('OK')	text/html	etag:%22c0be94995a5d41:0%22	https://m.daodejing.org/yiwen/72.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/72.html	(from https://m.daodejing.org/yiwen.htm)
17:13:28	4088/4088	---M-Z	200	added ('OK')	text/html	etag:%22ac84c4995a5d41:0%22	https://m.daodejing.org/yiwen/73.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/73.html	(from https://m.daodejing.org/yiwen.htm)
17:13:28	4001/4001	---M-Z	200	added ('OK')	text/html	etag:%221161f4995a5d41:0%22	https://m.daodejing.org/yiwen/74.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/74.html	(from https://m.daodejing.org/yiwen.htm)
17:13:29	3983/3983	---M-Z	200	added ('OK')	text/html	etag:%229027124995a5d41:0%22	https://m.daodejing.org/yiwen/75.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/75.html	(from https://m.daodejing.org/yiwen.htm)
17:13:29	3967/3967	---M-Z	200	added ('OK')	text/html	etag:%22d4e9144995a5d41:0%22	https://m.daodejing.org/yiwen/76.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/76.html	(from https://m.daodejing.org/yiwen.htm)
17:13:29	4168/4168	---M-Z	200	added ('OK')	text/html	etag:%224a7174995a5d41:0%22	https://m.daodejing.org/yiwen/77.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/77.html	(from https://m.daodejing.org/yiwen.htm)
17:13:30	3999/3999	---M-Z	200	added ('OK')	text/html	etag:%22fe691a4995a5d41:0%22	https://m.daodejing.org/yiwen/78.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/78.html	(from https://m.daodejing.org/yiwen.htm)
17:13:30	3949/3949	---M-Z	200	added ('OK')	text/html	etag:%2237281d4995a5d41:0%22	https://m.daodejing.org/yiwen/79.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/79.html	(from https://m.daodejing.org/yiwen.htm)
17:13:30	4019/4019	---M-Z	200	added ('OK')	text/html	etag:%226de9224995a5d41:0%22	https://m.daodejing.org/yiwen/80.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/80.html	(from https://m.daodejing.org/yiwen.htm)
17:13:30	4100/4100	---M-Z	200	added ('OK')	text/html	etag:%22aae254995a5d41:0%22	https://m.daodejing.org/yiwen/81.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/yiwen/81.html	(from https://m.daodejing.org/yiwen.htm)
17:13:31	4264/4264	---M-Z	200	added ('OK')	text/html	etag:%226c60584695a5d41:0%22	https://m.daodejing.org/fanyi/1.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/1.html	(from https://m.daodejing.org/fanyi.htm)
17:13:31	4254/4254	---M-Z	200	added ('OK')	text/html	etag:%227c42784695a5d41:0%22	https://m.daodejing.org/fanyi/2.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/2.html	(from https://m.daodejing.org/fanyi.htm)
17:13:31	4122/4122	---M-Z	200	added ('OK')	text/html	etag:%22fb5d974695a5d41:0%22	https://m.daodejing.org/fanyi/3.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/3.html	(from https://m.daodejing.org/fanyi.htm)
17:13:31	3954/3954	---M-Z	200	added ('OK')	text/html	etag:%228650b64695a5d41:0%22	https://m.daodejing.org/fanyi/4.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/4.html	(from https://m.daodejing.org/fanyi.htm)
17:13:31	4014/4014	---M-Z	200	added ('OK')	text/html	etag:%228cbdd54695a5d41:0%22	https://m.daodejing.org/fanyi/5.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/5.html	(from https://m.daodejing.org/fanyi.htm)
17:13:32	3715/3715	---M-Z	200	added ('OK')	text/html	etag:%223bf7f44695a5d41:0%22	https://m.daodejing.org/fanyi/6.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/6.html	(from https://m.daodejing.org/fanyi.htm)
17:13:32	3859/3859	---M-Z	200	added ('OK')	text/html	etag:%22c18384695a5d41:0%22	https://m.daodejing.org/fanyi/7.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/7.html	(from https://m.daodejing.org/fanyi.htm)
17:13:32	4069/4069	---M-Z	200	added ('OK')	text/html	etag:%2214ca304795a5d41:0%22	https://m.daodejing.org/fanyi/8.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/8.html	(from https://m.daodejing.org/fanyi.htm)
17:13:32	3942/3942	---M-Z	200	added ('OK')	text/html	etag:%2268253a4795a5d41:0%22	https://m.daodejing.org/fanyi/9.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/9.html	(from https://m.daodejing.org/fanyi.htm)
17:13:33	4229/4229	---M-Z	200	added ('OK')	text/html	etag:%22c8595b4695a5d41:0%22	https://m.daodejing.org/fanyi/10.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/10.html	(from https://m.daodejing.org/fanyi.htm)
17:13:33	3933/3933	---M-Z	200	added ('OK')	text/html	etag:%2230175e4695a5d41:0%22	https://m.daodejing.org/fanyi/11.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/11.html	(from https://m.daodejing.org/fanyi.htm)
17:13:33	4041/4041	---M-Z	200	added ('OK')	text/html	etag:%228be2604695a5d41:0%22	https://m.daodejing.org/fanyi/12.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/12.html	(from https://m.daodejing.org/fanyi.htm)
17:13:33	4238/4238	---M-Z	200	added ('OK')	text/html	etag:%2262a6634695a5d41:0%22	https://m.daodejing.org/fanyi/13.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/13.html	(from https://m.daodejing.org/fanyi.htm)
17:13:34	4415/4415	---M-Z	200	added ('OK')	text/html	etag:%22746e664695a5d41:0%22	https://m.daodejing.org/fanyi/14.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/14.html	(from https://m.daodejing.org/fanyi.htm)
17:13:34	4281/4281	---M-Z	200	added ('OK')	text/html	etag:%228d54694695a5d41:0%22	https://m.daodejing.org/fanyi/15.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/15.html	(from https://m.daodejing.org/fanyi.htm)
17:13:34	4330/4330	---M-Z	200	added ('OK')	text/html	etag:%22b5a66c4695a5d41:0%22	https://m.daodejing.org/fanyi/16.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/16.html	(from https://m.daodejing.org/fanyi.htm)
17:13:34	4101/4101	---M-Z	200	added ('OK')	text/html	etag:%229a946f4695a5d41:0%22	https://m.daodejing.org/fanyi/17.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/17.html	(from https://m.daodejing.org/fanyi.htm)
17:13:35	3803/3803	---M-Z	200	added ('OK')	text/html	etag:%22a7b724695a5d41:0%22	https://m.daodejing.org/fanyi/18.htm	C:/My%20Websites/m.daodejing/m.daodejing.org/fanyi/18.html	(from https://m.daodejing.org/fanyi.htm)
